source,target,value,shared_articles_count,source_tokens,target_tokens,overlap_tokens,overlap_count
weight loss,loss drugs,6,6,loss | weight | weight loss,drugs | loss | loss drugs,loss,1
west african,african nation,6,6,african | west | west african,african | african nation | nation,african,1
years ago,two years,6,6,ago | years | years ago,two | two years | years,years,1
abortion pill,anti abortion,5,5,abortion | abortion pill | pill,abortion | anti | anti abortion,abortion,1
abortion rights,abortion access,5,5,abortion | abortion rights | rights,abortion | abortion access | access,abortion,1
african national,national congress,5,5,african | african national | national,congress | national | national congress,national,1
attack israel,israel said,5,5,attack | attack israel | israel,israel,israel,1
biden administration,president biden,5,5,administration | biden | biden administration,biden | president | president biden,biden,1
biden administration,president biden,5,5,administration | biden | biden administration,biden | president | president biden,biden,1
cease fire deal,fire gaza,5,5,cease | cease fire | deal | fire | fire deal,fire | fire gaza | gaza,fire,1
chief executive,unitedhealthcare chief,5,5,chief | chief executive | executive,chief | unitedhealthcare | unitedhealthcare chief,chief,1
chinese swimmers,chinese doping,5,5,chinese | chinese swimmers | swimmers,chinese | chinese doping | doping,chinese,1
chinese swimmers,chinese doping case,5,5,chinese | chinese swimmers | swimmers,case | chinese | chinese doping | doping | doping case,chinese,1
chinese swimmers tested,chinese doping,5,5,chinese | chinese swimmers | swimmers | swimmers tested | tested,chinese | chinese doping | doping,chinese,1
chinese swimmers tested,chinese doping case,5,5,chinese | chinese swimmers | swimmers | swimmers tested | tested,case | chinese | chinese doping | doping | doping case,chinese,1
climate change,climate summit,5,5,change | climate | climate change,climate | climate summit | summit,climate,1
climate change,nations climate,5,5,change | climate | climate change,climate | nations | nations climate,climate,1
climate change,united nations climate,5,5,change | climate | climate change,climate | nations | nations climate | united | united nations,climate,1
climate talks,nations climate,5,5,climate | climate talks | talks,climate | nations | nations climate,climate,1
climate talks,united nations climate,5,5,climate | climate talks | talks,climate | nations | nations climate | united | united nations,climate,1
communist party,chinese communist,5,5,communist | communist party | party,chinese | chinese communist | communist,communist,1
cut interest rates,rates thursday,5,5,cut | cut interest | interest | interest rates | rates,rates | rates thursday | thursday,rates,1
electric cars,tariffs electric,5,5,cars | electric | electric cars,electric | tariffs | tariffs electric,electric,1
far right,right alternative,5,5,far | far right | right,alternative | right | right alternative,right,1
far right,right alternative germany,5,5,far | far right | right,alternative | alternative germany | germany | right | right alternative,right,1
fire deal,cease fire gaza,5,5,deal | fire | fire deal,cease | cease fire | fire | fire gaza | gaza,fire,1
fire deal,fire gaza,5,5,deal | fire | fire deal,fire | fire gaza | gaza,fire,1
gaza strip,gaza israel,5,5,gaza | gaza strip | strip,gaza | gaza israel | israel,gaza,1
global climate,climate talks,5,5,climate | global | global climate,climate | climate talks | talks,climate,1
heat wave,heat waves,5,5,heat | heat wave | wave,heat | heat waves | waves,heat,1
intelligence service,hong kong intelligence,5,5,intelligence | intelligence service | service,hong | hong kong | intelligence | kong | kong intelligence,intelligence,1
israel hamas,gaza israel,5,5,hamas | israel | israel hamas,gaza | gaza israel | israel,israel,1
israel military,attack israel,5,5,israel | israel military | military,attack | attack israel | israel,israel,1
israeli military said,killed israeli,5,5,israeli | israeli military | military,israeli | killed | killed israeli,israeli,1
julian assange,assange wikileaks,5,5,assange | julian | julian assange,assange | assange wikileaks | wikileaks,assange,1
julian assange,assange wikileaks founder,5,5,assange | julian | julian assange,assange | assange wikileaks | founder | wikileaks | wikileaks founder,assange,1
justin trudeau,trudeau canada,5,5,justin | justin trudeau | trudeau,canada | trudeau | trudeau canada,trudeau,1
justin trudeau,trudeau trudeau canada,5,5,justin | justin trudeau | trudeau,canada | trudeau | trudeau canada | trudeau trudeau,trudeau,1
justin trudeau trudeau,trudeau canada,5,5,justin | justin trudeau | trudeau | trudeau trudeau,canada | trudeau | trudeau canada,trudeau,1
kong intelligence,hong kong,5,5,intelligence | kong | kong intelligence,hong | hong kong | kong,kong,1
kong intelligence,intelligence service,5,5,intelligence | kong | kong intelligence,intelligence | intelligence service | service,intelligence,1
kong intelligence service,hong kong,5,5,intelligence | intelligence service | kong | kong intelligence | service,hong | hong kong | kong,kong,1
metropolitan transportation,transportation authority,5,5,metropolitan | metropolitan transportation | transportation,authority | transportation | transportation authority,transportation,1
mr trump,donald trump trump,5,5,mr | mr trump | trump,donald | donald trump | trump | trump trump,trump,1
mr trump,trump said,5,5,mr | mr trump | trump,trump,trump,1
mr trump,trump trump,5,5,mr | mr trump | trump,trump | trump trump,trump,1
netanyahu israel,israel war,5,5,israel | netanyahu | netanyahu israel,israel | israel war | war,israel,1
netanyahu netanyahu israel,israel war,5,5,israel | netanyahu | netanyahu israel | netanyahu netanyahu,israel | israel war | war,israel,1
new york,new books,5,5,new | new york | york,books | new | new books,new,1
new york times,new books,5,5,new | new york | times | york | york times,books | new | new books,new,1
percent year,year earlier,5,5,percent | percent year | year,earlier | year | year earlier,year,1
